No,Original_Name,Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Get_Rate,Base_Experience,Experience_Type,Category,Mega_Evolution_Flag,Region_Form,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,E_HP,E_Attack,E_Defense,E_SP_Attack,E_SP_Defense,E_Speed
89,Muk,Alolan Muk,1,1.0m,52.0kg,Poison,Dark,Poison Touch,Gluttony,Power of Alchemy,Green,50,50,0,20,Amorphous,,75,175,1000000,Ordinary,,Alolan,105,105,75,65,100,50,500,1,1,0,0,0,0
90,Shellder,Shellder,1,0.3m,4.0kg,Water,,Shell Armor,Skill Link,Overcoat,Purple,50,50,0,20,Water3,,190,61,1250000,Ordinary,,,30,65,100,45,25,40,305,0,0,1,0,0,0
91,Cloyster,Cloyster,1,1.5m,132.5kg,Water,Ice,Shell Armor,Skill Link,Overcoat,Purple,50,50,0,20,Water3,,60,184,1250000,Ordinary,,,50,95,180,85,45,70,525,0,0,2,0,0,0
92,Gastly,Gastly,1,1.3m,0.1kg,Ghost,Poison,Levitate,,,Purple,50,50,0,20,Amorphous,,190,62,1059860,Ordinary,,,30,35,30,100,35,80,310,0,0,0,1,0,0
93,Haunter,Haunter,1,1.6m,0.1kg,Ghost,Poison,Levitate,,,Purple,50,50,0,20,Amorphous,,90,142,1059860,Ordinary,,,45,50,45,115,55,95,405,0,0,0,2,0,0
94,Gengar,Gengar,1,1.5m,40.5kg,Ghost,Poison,Cursed Body,,,Purple,50,50,0,20,Amorphous,,45,250,1059860,Ordinary,,,60,65,60,130,75,110,500,0,0,0,3,0,0
94,Gengar,Mega Gengar,1,1.4m,40.5kg,Ghost,Poison,Shadow Tag,,,Purple,50,50,0,20,Amorphous,,45,270,1059860,Ordinary,Mega,,60,65,80,170,95,130,600,0,0,0,3,0,0
95,Onix,Onix,1,8.8m,210.0kg,Rock,Ground,Rock Head,Sturdy,Weak Armor,Gray,50,50,0,25,Mineral,,45,77,1000000,Ordinary,,,35,45,160,30,45,70,385,0,0,1,0,0,0
96,Drowzee,Drowzee,1,1.0m,32.4kg,Psychic,,Insomnia,Forewarn,Inner Focus,Yellow,50,50,0,20,Human-Like,,190,66,1000000,Ordinary,,,60,48,45,43,90,42,328,0,0,0,0,1,0
97,Hypno,Hypno,1,1.6m,75.6kg,Psychic,,Insomnia,Forewarn,Inner Focus,Yellow,50,50,0,20,Human-Like,,75,169,1000000,Ordinary,,,85,73,70,73,115,67,483,0,0,0,0,2,0
98,Krabby,Krabby,1,0.4m,6.5kg,Water,,Hyper Cutter,Shell Armor,Sheer Force,Red,50,50,0,20,Water3,,225,65,1000000,Ordinary,,,30,105,90,25,25,50,325,0,1,0,0,0,0
99,Kingler,Kingler,1,1.3m,60.0kg,Water,,Hyper Cutter,Shell Armor,Sheer Force,Red,50,50,0,20,Water3,,60,166,1000000,Ordinary,,,55,130,115,50,50,75,475,0,2,0,0,0,0
100,Voltorb,Voltorb,1,0.5m,10.4kg,Electric,,Soundproof,Static,Aftermath,Red,0,0,100,20,Mineral,,190,66,1000000,Ordinary,,,40,30,50,55,55,100,330,0,0,0,0,0,1
100,Voltorb,Hisuian Voltorb,1,0.5m,13.0kg,Electric,Grass,Soundproof,Static,Aftermath,Red,0,0,100,20,Mineral,,190,66,1000000,Ordinary,,Hisuian,40,30,50,55,55,100,330,0,0,0,0,0,1
101,Electrode,Electrode,1,1.2m,66.6kg,Electric,,Soundproof,Static,Aftermath,Red,0,0,100,20,Mineral,,60,172,1000000,Ordinary,,,60,50,70,80,80,150,490,0,0,0,0,0,2
101,Electrode,Hisuian Electrode,1,1.2m,71.0kg,Electric,Grass,Soundproof,Static,Aftermath,Red,0,0,100,20,Mineral,,60,172,1000000,Ordinary,,Hisuian,60,50,70,80,80,150,490,0,0,0,0,0,2
102,Exeggcute,Exeggcute,1,0.4m,2.5kg,Grass,Psychic,Chlorophyll,,Harvest,Pink,50,50,0,20,Grass,,90,65,1250000,Ordinary,,,60,40,80,60,45,40,325,0,0,1,0,0,0
103,Exeggutor,Exeggutor,1,2.0m,120.0kg,Grass,Psychic,Chlorophyll,,Harvest,Yellow,50,50,0,20,Grass,,45,186,1250000,Ordinary,,,95,95,85,125,75,55,530,0,0,0,2,0,0
103,Exeggutor,Alolan Exeggutor,1,10.9m,415.6kg,Grass,Dragon,Frisk,,Harvest,Yellow,50,50,0,20,Grass,,45,186,1250000,Ordinary,,Alolan,95,105,85,125,75,45,530,0,0,0,2,0,0
104,Cubone,Cubone,1,0.4m,6.5kg,Ground,,Rock Head,Lightning Rod,Battle Armor,Brown,50,50,0,20,Monster,,190,64,1000000,Ordinary,,,50,50,95,40,50,35,320,0,0,1,0,0,0
105,Marowak,Marowak,1,1.0m,45.0kg,Ground,,Rock Head,Lightning Rod,Battle Armor,Brown,50,50,0,20,Monster,,75,149,1000000,Ordinary,,,60,80,110,50,80,45,425,0,0,2,0,0,0
105,Marowak,Alolan Marowak,1,1.0m,34.0kg,Fire,Ghost,Cursed Body,Lightning Rod,Rock Head,Purple,50,50,0,20,Monster,,75,149,1000000,Ordinary,,Alolan,60,80,110,50,80,45,425,0,0,2,0,0,0
106,Hitmonlee,Hitmonlee,1,1.5m,49.8kg,Fighting,,Limber,Reckless,Unburden,Brown,100,0,0,25,Human-Like,,45,159,1000000,Ordinary,,,50,120,53,35,110,87,455,0,2,0,0,0,0
107,Hitmonchan,Hitmonchan,1,1.4m,50.2kg,Fighting,,Keen Eye,Iron Fist,Inner Focus,Brown,100,0,0,25,Human-Like,,45,159,1000000,Ordinary,,,50,105,79,35,110,76,455,0,0,0,0,2,0
108,Lickitung,Lickitung,1,1.2m,65.5kg,Normal,,Own Tempo,Oblivious,Cloud Nine,Pink,50,50,0,20,Monster,,45,77,1000000,Ordinary,,,90,55,75,60,75,30,385,2,0,0,0,0,0
109,Koffing,Koffing,1,0.6m,1.0kg,Poison,,Levitate,Neutralizing Gas,Stench,Purple,50,50,0,20,Amorphous,,190,68,1000000,Ordinary,,,40,65,95,60,45,35,340,0,0,1,0,0,0
110,Weezing,Weezing,1,1.2m,9.5kg,Poison,,Levitate,Neutralizing Gas,Stench,Purple,50,50,0,20,Amorphous,,60,172,1000000,Ordinary,,,65,90,120,85,70,60,490,0,0,2,0,0,0
110,Weezing,Galarian Weezing,1,3.0m,16.0kg,Poison,Fairy,Levitate,Neutralizing Gas,Misty Surge,Gray,50,50,0,20,Amorphous,,60,172,1000000,Ordinary,,Galarian,65,90,120,85,70,60,490,0,0,2,0,0,0
111,Rhyhorn,Rhyhorn,1,1.0m,115.0kg,Ground,Rock,Lightning Rod,Rock Head,Reckless,Gray,50,50,0,20,Monster,Ground,120,69,1250000,Ordinary,,,80,85,95,30,30,25,345,0,0,1,0,0,0
112,Rhydon,Rhydon,1,1.9m,120.0kg,Ground,Rock,Lightning Rod,Rock Head,Reckless,Gray,50,50,0,20,Monster,Ground,60,170,1250000,Ordinary,,,105,130,120,45,45,40,485,0,2,0,0,0,0
113,Chansey,Chansey,1,1.1m,34.6kg,Normal,,Natural Cure,Serene Grace,Healer,Pink,0,100,0,40,Fairy,,30,395,800000,Ordinary,,,250,5,5,35,105,50,450,2,0,0,0,0,0
114,Tangela,Tangela,1,1.0m,35.0kg,Grass,,Chlorophyll,Leaf Guard,Regenerator,Blue,50,50,0,20,Grass,,45,87,1000000,Ordinary,,,65,55,115,100,40,60,435,0,0,1,0,0,0
115,Kangaskhan,Kangaskhan,1,2.2m,80.0kg,Normal,,Early Bird,Scrappy,Inner Focus,Brown,0,100,0,20,Monster,,45,172,1000000,Ordinary,,,105,95,80,40,80,90,490,2,0,0,0,0,0
115,Kangaskhan,Mega Kangaskhan,1,2.2m,100.0kg,Normal,,Parental Bond,,,Brown,0,100,0,20,Monster,,45,207,1000000,Ordinary,Mega,,105,125,100,60,100,100,590,2,0,0,0,0,0
116,Horsea,Horsea,1,0.4m,8.0kg,Water,,Swift Swim,Sniper,Damp,Blue,50,50,0,20,Water1,Dragon,225,59,1000000,Ordinary,,,30,40,70,70,25,60,295,0,0,0,1,0,0
117,Seadra,Seadra,1,1.2m,25.0kg,Water,,Poison Point,Sniper,Damp,Blue,50,50,0,20,Water1,Dragon,75,154,1000000,Ordinary,,,55,65,95,95,45,85,440,0,0,1,1,0,0
118,Goldeen,Goldeen,1,0.6m,15.0kg,Water,,Swift Swim,Water Veil,Lightning Rod,Red,50,50,0,20,Water2,,225,64,1000000,Ordinary,,,45,67,60,35,50,63,320,0,1,0,0,0,0
119,Seaking,Seaking,1,1.3m,39.0kg,Water,,Swift Swim,Water Veil,Lightning Rod,Red,50,50,0,20,Water2,,60,158,1000000,Ordinary,,,80,92,65,65,80,68,450,0,2,0,0,0,0
120,Staryu,Staryu,1,0.8m,34.5kg,Water,,Illuminate,Natural Cure,Analytic,Brown,0,0,100,20,Water3,,225,68,1250000,Ordinary,,,30,45,55,70,55,85,340,0,0,0,0,0,1
121,Starmie,Starmie,1,1.1m,80.0kg,Water,Psychic,Illuminate,Natural Cure,Analytic,Purple,0,0,100,20,Water3,,60,182,1250000,Ordinary,,,60,75,85,100,85,115,520,0,0,0,0,0,2
122,Mr. Mime,Mr. Mime,1,1.3m,54.5kg,Psychic,Fairy,Soundproof,Filter,Technician,Pink,50,50,0,25,Human-Like,,45,161,1000000,Ordinary,,,40,45,65,100,120,90,460,0,0,0,0,2,0
122,Mr. Mime,Galarian Mr. Mime,1,1.4m,56.8kg,Ice,Psychic,Vital Spirit,Screen Cleaner,Ice Body,White,50,50,0,25,Human-Like,,45,161,1000000,Ordinary,,Galarian,50,65,65,90,90,100,460,0,0,0,0,0,2
123,Scyther,Scyther,1,1.5m,56.0kg,Bug,Flying,Swarm,Technician,Steadfast,Green,50,50,0,25,Bug,,45,100,1000000,Ordinary,,,70,110,80,55,80,105,500,0,1,0,0,0,0
124,Jynx,Jynx,1,1.4m,40.6kg,Ice,Psychic,Oblivious,Forewarn,Dry Skin,Red,0,100,0,25,Human-Like,,45,159,1000000,Ordinary,,,65,50,35,115,95,95,455,0,0,0,2,0,0
125,Electabuzz,Electabuzz,1,1.1m,30.0kg,Electric,,Static,,Vital Spirit,Yellow,75,25,0,25,Human-Like,,45,172,1000000,Ordinary,,,65,83,57,95,85,105,490,0,0,0,0,0,2
126,Magmar,Magmar,1,1.3m,44.5kg,Fire,,Flame Body,,Vital Spirit,Red,75,25,0,25,Human-Like,,45,173,1000000,Ordinary,,,65,95,57,100,85,93,495,0,0,0,2,0,0
127,Pinsir,Pinsir,1,1.5m,55.0kg,Bug,,Hyper Cutter,Mold Breaker,Moxie,Brown,50,50,0,25,Bug,,45,175,1250000,Ordinary,,,65,125,100,55,70,85,500,0,2,0,0,0,0
127,Pinsir,Mega Pinsir,1,1.7m,59.0kg,Bug,Flying,Aerilate,,,Brown,50,50,0,25,Bug,,45,210,1250000,Ordinary,Mega,,65,155,120,65,90,105,600,0,2,0,0,0,0
128,Tauros,Tauros,1,1.4m,115.0kg,Fighting,,Intimidate,Anger Point,Cud Chew,Brown,100,0,0,20,Ground,,45,172,1250000,Ordinary,,,75,110,105,30,70,100,490,0,2,0,0,0,0
128,Tauros,Paldean Tauros,1,1.4m,85.0kg,Fighting,Fire,Intimidate,Anger Point,Cud Chew,Brown,100,0,0,20,Ground,,45,172,1250000,Ordinary,,Paldean,75,110,105,30,70,100,490,0,2,0,0,0,0
128,Tauros,Paldean Tauros,1,1.4m,110.0kg,Fighting,Water,Intimidate,Anger Point,Cud Chew,Brown,100,0,0,20,Ground,,45,172,1250000,Ordinary,,Paldean,75,110,105,30,70,100,490,0,2,0,0,0,0
128,Tauros,Tauros,1,1.4m,88.4kg,Normal,,Intimidate,Anger Point,Sheer Force,Brown,100,0,0,20,Ground,,45,172,1250000,Ordinary,,,75,100,95,40,70,110,490,0,1,0,0,0,1
129,Magikarp,Magikarp,1,0.9m,10.0kg,Water,,Swift Swim,,Rattled,Red,50,50,0,5,Water2,Dragon,255,40,1250000,Ordinary,,,20,10,55,15,20,80,200,0,0,0,0,0,1
130,Gyarados,Gyarados,1,6.5m,235.0kg,Water,Flying,Intimidate,,Moxie,Blue,50,50,0,5,Water2,Dragon,45,189,1250000,Ordinary,,,95,125,79,60,100,81,540,0,2,0,0,0,0
130,Gyarados,Mega Gyarados,1,6.5m,305.0kg,Water,Dark,Mold Breaker,,,Blue,50,50,0,5,Water2,Dragon,45,224,1250000,Ordinary,Mega,,95,155,109,70,130,81,640,0,2,0,0,0,0
131,Lapras,Lapras,1,2.5m,220.0kg,Water,Ice,Water Absorb,Shell Armor,Hydration,Blue,50,50,0,40,Monster,Water1,45,187,1250000,Ordinary,,,130,85,80,85,95,60,535,2,0,0,0,0,0
132,Ditto,Ditto,1,0.3m,4.0kg,Normal,,Limber,,Imposter,Purple,0,0,100,20,Ditto,,35,101,1000000,Ordinary,,,48,48,48,48,48,48,288,1,0,0,0,0,0
133,Eevee,Eevee,1,0.3m,6.5kg,Normal,,Run Away,Adaptability,Anticipation,Brown,87.5,12.5,0,35,Ground,,45,65,1000000,Ordinary,,,55,55,50,45,65,55,325,0,0,0,0,1,0
134,Vaporeon,Vaporeon,1,1.0m,29.0kg,Water,,Water Absorb,,Hydration,Blue,87.5,12.5,0,35,Ground,,45,184,1000000,Ordinary,,,130,65,60,110,95,65,525,2,0,0,0,0,0
135,Jolteon,Jolteon,1,0.8m,24.5kg,Electric,,Volt Absorb,,Quick Feet,Yellow,87.5,12.5,0,35,Ground,,45,184,1000000,Ordinary,,,65,65,60,110,95,130,525,0,0,0,0,0,2
136,Flareon,Flareon,1,0.9m,25.0kg,Fire,,Flash Fire,,Guts,Red,87.5,12.5,0,35,Ground,,45,184,1000000,Ordinary,,,65,130,60,95,110,65,525,0,2,0,0,0,0
137,Porygon,Porygon,1,0.8m,36.5kg,Normal,,Trace,Download,Analytic,Pink,0,0,100,20,Mineral,,45,79,1000000,Ordinary,,,65,60,70,85,75,40,395,0,0,0,1,0,0
138,Omanyte,Omanyte,1,0.4m,7.5kg,Rock,Water,Swift Swim,Shell Armor,Weak Armor,Blue,87.5,12.5,0,30,Water1,Water3,45,71,1000000,Ordinary,,,35,40,100,90,55,35,355,0,0,1,0,0,0
139,Omastar,Omastar,1,1.0m,35.0kg,Rock,Water,Swift Swim,Shell Armor,Weak Armor,Blue,87.5,12.5,0,30,Water1,Water3,45,173,1000000,Ordinary,,,70,60,125,115,70,55,495,0,0,2,0,0,0
140,Kabuto,Kabuto,1,0.5m,11.5kg,Rock,Water,Swift Swim,Battle Armor,Weak Armor,Brown,87.5,12.5,0,30,Water1,Water3,45,71,1000000,Ordinary,,,30,80,90,55,45,55,355,0,0,1,0,0,0
141,Kabutops,Kabutops,1,1.3m,40.5kg,Rock,Water,Swift Swim,Battle Armor,Weak Armor,Brown,87.5,12.5,0,30,Water1,Water3,45,173,1000000,Ordinary,,,60,115,105,65,70,80,495,0,2,0,0,0,0
142,Aerodactyl,Aerodactyl,1,1.8m,59.0kg,Rock,Flying,Rock Head,Pressure,Unnerve,Purple,87.5,12.5,0,35,Flying,,45,180,1250000,Ordinary,,,80,105,65,60,75,130,515,0,0,0,0,0,2
142,Aerodactyl,Mega Aerodactyl,1,2.1m,79.0kg,Rock,Flying,Tough Claws,,,Purple,87.5,12.5,0,35,Flying,,45,215,1250000,Ordinary,Mega,,80,135,85,70,95,150,615,0,0,0,0,0,2
143,Snorlax,Snorlax,1,2.1m,460.0kg,Normal,,Immunity,Thick Fat,Gluttony,Black,87.5,12.5,0,40,Monster,,25,189,1250000,Ordinary,,,160,110,65,65,110,30,540,2,0,0,0,0,0
144,Articuno,Articuno,1,1.7m,55.4kg,Ice,Flying,Pressure,,Snow Cloak,Blue,0,0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,,,90,85,100,95,125,85,580,0,0,0,0,3,0
144,Articuno,Galarian Articuno,1,1.7m,50.9kg,Psychic,Flying,Competitive,,,Purple,0,0,100,120,Undiscovered,,3,290,1250000,Semi-Legendary,,Galarian,90,85,85,125,100,95,580,0,0,0,3,0,0
145,Zapdos,Zapdos,1,1.6m,52.6kg,Electric,Flying,Pressure,,Static,Yellow,0,0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,,,90,90,85,125,90,100,580,0,0,0,3,0,0
145,Zapdos,Galarian Zapdos,1,1.6m,58.2kg,Fighting,Flying,Defiant,,,Yellow,0,0,100,120,Undiscovered,,3,290,1250000,Semi-Legendary,,Galarian,90,125,90,85,90,100,580,0,3,0,0,0,0
146,Moltres,Moltres,1,2.0m,60.0kg,Fire,Flying,Pressure,,Flame Body,Yellow,0,0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,,,90,100,90,125,85,90,580,0,0,0,3,0,0
146,Moltres,Galarian Moltres,1,2.0m,66.0kg,Dark,Flying,Berserk,,,Red,0,0,100,120,Undiscovered,,3,290,1250000,Semi-Legendary,,Galarian,90,85,90,100,125,90,580,0,0,0,0,3,0
147,Dratini,Dratini,1,1.8m,3.3kg,Dragon,,Shed Skin,,Marvel Scale,Blue,50,50,0,40,Water1,Dragon,45,60,1250000,Ordinary,,,41,64,45,50,50,50,300,0,1,0,0,0,0
148,Dragonair,Dragonair,1,4.0m,16.5kg,Dragon,,Shed Skin,,Marvel Scale,Blue,50,50,0,40,Water1,Dragon,45,147,1250000,Ordinary,,,61,84,65,70,70,70,420,0,2,0,0,0,0
149,Dragonite,Dragonite,1,2.2m,210.0kg,Dragon,Flying,Inner Focus,,Multiscale,Brown,50,50,0,40,Water1,Dragon,45,300,1250000,Ordinary,,,91,134,95,100,100,80,600,0,3,0,0,0,0
150,Mewtwo,Mewtwo,1,2.0m,122.0kg,Psychic,,Pressure,,Unnerve,Purple,0,0,100,120,Undiscovered,,3,340,1250000,Legendary,,,106,110,90,154,90,130,680,0,0,0,3,0,0
150,Mewtwo,Mega Mewtwo X,1,2.3m,127.0kg,Psychic,Fighting,Steadfast,,,Purple,0,0,100,120,Undiscovered,,3,351,1250000,Legendary,Mega,,106,190,100,154,100,130,780,0,0,0,3,0,0
150,Mewtwo,Mega Mewtwo Y,1,1.5m,33.0kg,Psychic,,Insomnia,,,Purple,0,0,100,120,Undiscovered,,3,351,1250000,Legendary,Mega,,106,150,70,194,120,140,780,0,0,0,3,0,0
151,Mew,Mew,1,0.4m,4.0kg,Psychic,,Synchronize,,,Pink,0,0,100,120,Undiscovered,,45,300,1059860,Mythical,,,100,100,100,100,100,100,600,3,0,0,0,0,0
152,Chikorita,Chikorita,2,0.9m,6.4kg,Grass,,Overgrow,,Leaf Guard,Green,87.5,12.5,0,20,Monster,Grass,45,64,1059860,Ordinary,,,45,49,65,49,65,45,318,0,0,0,0,1,0
153,Bayleef,Bayleef,2,1.2m,15.8kg,Grass,,Overgrow,,Leaf Guard,Green,87.5,12.5,0,20,Monster,Grass,45,142,1059860,Ordinary,,,60,62,80,63,80,60,405,0,0,1,0,1,0
154,Meganium,Meganium,2,1.8m,100.5kg,Grass,,Overgrow,,Leaf Guard,Green,87.5,12.5,0,20,Monster,Grass,45,263,1059860,Ordinary,,,80,82,100,83,100,80,525,0,0,1,0,2,0
155,Cyndaquil,Cyndaquil,2,0.5m,7.9kg,Fire,,Blaze,,Flash Fire,Yellow,87.5,12.5,0,20,Ground,,45,62,1059860,Ordinary,,,39,52,43,60,50,65,309,0,0,0,0,0,1
156,Quilava,Quilava,2,0.9m,19.0kg,Fire,,Blaze,,Flash Fire,Yellow,87.5,12.5,0,20,Ground,,45,142,1059860,Ordinary,,,58,64,58,80,65,80,405,0,0,0,1,0,1
157,Typhlosion,Typhlosion,2,1.7m,79.5kg,Fire,,Blaze,,Flash Fire,Yellow,87.5,12.5,0,20,Ground,,45,267,1059860,Ordinary,,,78,84,78,109,85,100,534,0,0,0,3,0,0
157,Typhlosion,Hisuian Typhlosion,2,1.6m,69.8kg,Fire,Ghost,Blaze,,Frisk,Yellow,87.5,12.5,0,20,Ground,,45,267,1059860,Ordinary,,Hisuian,73,84,78,119,85,95,534,0,0,0,3,0,0
158,Totodile,Totodile,2,0.6m,9.5kg,Water,,Torrent,,Sheer Force,Blue,87.5,12.5,0,20,Monster,Water1,45,63,1059860,Ordinary,,,50,65,64,44,48,43,314,0,1,0,0,0,0
159,Croconaw,Croconaw,2,1.1m,25.0kg,Water,,Torrent,,Sheer Force,Blue,87.5,12.5,0,20,Monster,Water1,45,142,1059860,Ordinary,,,65,80,80,59,63,58,405,0,1,1,0,0,0
160,Feraligatr,Feraligatr,2,2.3m,88.8kg,Water,,Torrent,,Sheer Force,Blue,87.5,12.5,0,20,Monster,Water1,45,265,1059860,Ordinary,,,85,105,100,79,83,78,530,0,2,1,0,0,0
161,Sentret,Sentret,2,0.8m,6.0kg,Normal,,Run Away,Keen Eye,Frisk,Brown,50,50,0,15,Ground,,255,43,1000000,Ordinary,,,35,46,34,35,45,20,215,0,1,0,0,0,0
162,Furret,Furret,2,1.8m,32.5kg,Normal,,Run Away,Keen Eye,Frisk,Brown,50,50,0,15,Ground,,90,145,1000000,Ordinary,,,85,76,64,45,55,90,415,0,0,0,0,0,2
163,Hoothoot,Hoothoot,2,0.7m,21.2kg,Normal,Flying,Insomnia,Keen Eye,Tinted Lens,Brown,50,50,0,15,Flying,,255,52,1000000,Ordinary,,,60,30,30,36,56,50,262,1,0,0,0,0,0
164,Noctowl,Noctowl,2,1.6m,40.8kg,Normal,Flying,Insomnia,Keen Eye,Tinted Lens,Brown,50,50,0,15,Flying,,90,158,1000000,Ordinary,,,100,50,50,86,96,70,452,2,0,0,0,0,0
165,Ledyba,Ledyba,2,1.0m,10.8kg,Bug,Flying,Swarm,Early Bird,Rattled,Red,50,50,0,15,Bug,,255,53,800000,Ordinary,,,40,20,30,40,80,55,265,0,0,0,0,1,0
166,Ledian,Ledian,2,1.4m,35.6kg,Bug,Flying,Swarm,Early Bird,Iron Fist,Red,50,50,0,15,Bug,,90,137,800000,Ordinary,,,55,35,50,55,110,85,390,0,0,0,0,2,0
167,Spinarak,Spinarak,2,0.5m,8.5kg,Bug,Poison,Swarm,Insomnia,Sniper,Green,50,50,0,15,Bug,,255,50,800000,Ordinary,,,40,60,40,40,40,30,250,0,1,0,0,0,0
168,Ariados,Ariados,2,1.1m,33.5kg,Bug,Poison,Swarm,Insomnia,Sniper,Red,50,50,0,15,Bug,,90,140,800000,Ordinary,,,70,90,70,60,70,40,400,0,2,0,0,0,0
169,Crobat,Crobat,2,1.8m,75.0kg,Poison,Flying,Inner Focus,,Infiltrator,Purple,50,50,0,15,Flying,,90,268,1000000,Ordinary,,,85,90,80,70,80,130,535,0,0,0,0,0,3
170,Chinchou,Chinchou,2,0.5m,12.0kg,Water,Electric,Volt Absorb,Illuminate,Water Absorb,Blue,50,50,0,20,Water2,,190,66,1250000,Ordinary,,,75,38,38,56,56,67,330,1,0,0,0,0,0
171,Lanturn,Lanturn,2,1.2m,22.5kg,Water,Electric,Volt Absorb,Illuminate,Water Absorb,Blue,50,50,0,20,Water2,,75,161,1250000,Ordinary,,,125,58,58,76,76,67,460,2,0,0,0,0,0
172,Pichu,Pichu,2,0.3m,2.0kg,Electric,,Static,,Lightning Rod,Yellow,50,50,0,10,Undiscovered,,190,41,1000000,Ordinary,,,20,40,15,35,35,60,205,0,0,0,0,0,1
173,Cleffa,Cleffa,2,0.3m,3.0kg,Fairy,,Cute Charm,Magic Guard,Friend Guard,Pink,25,75,0,10,Undiscovered,,150,44,800000,Ordinary,,,50,25,28,45,55,15,218,0,0,0,0,1,0
174,Igglybuff,Igglybuff,2,0.3m,1.0kg,Normal,Fairy,Cute Charm,Competitive,Friend Guard,Pink,25,75,0,10,Undiscovered,,170,42,800000,Ordinary,,,90,30,15,40,20,15,210,1,0,0,0,0,0
175,Togepi,Togepi,2,0.3m,1.5kg,Fairy,,Hustle,Serene Grace,Super Luck,White,87.5,12.5,0,10,Undiscovered,,190,49,800000,Ordinary,,,35,20,65,40,65,20,245,0,0,0,0,1,0
176,Togetic,Togetic,2,0.6m,3.2kg,Fairy,Flying,Hustle,Serene Grace,Super Luck,White,87.5,12.5,0,10,Flying,Fairy,75,142,800000,Ordinary,,,55,40,85,80,105,40,405,0,0,0,0,2,0
177,Natu,Natu,2,0.2m,2.0kg,Psychic,Flying,Synchronize,Early Bird,Magic Bounce,Green,50,50,0,20,Flying,,190,64,1000000,Ordinary,,,40,50,45,70,45,70,320,0,0,0,1,0,0
178,Xatu,Xatu,2,1.5m,15.0kg,Psychic,Flying,Synchronize,Early Bird,Magic Bounce,Green,50,50,0,20,Flying,,75,165,1000000,Ordinary,,,65,75,70,95,70,95,470,0,0,0,1,0,1
179,Mareep,Mareep,2,0.6m,7.8kg,Electric,,Static,,Plus,White,50,50,0,20,Monster,Ground,235,56,1059860,Ordinary,,,55,40,40,65,45,35,280,0,0,0,1,0,0
180,Flaaffy,Flaaffy,2,0.8m,13.3kg,Electric,,Static,,Plus,Pink,50,50,0,20,Monster,Ground,120,128,1059860,Ordinary,,,70,55,55,80,60,45,365,0,0,0,2,0,0
181,Ampharos,Ampharos,2,1.4m,61.5kg,Electric,,Static,,Plus,Yellow,50,50,0,20,Monster,Ground,45,255,1059860,Ordinary,,,90,75,85,115,90,55,510,0,0,0,3,0,0
181,Ampharos,Mega Ampharos,2,1.4m,61.5kg,Electric,Dragon,Mold Breaker,,,Yellow,50,50,0,20,Monster,Ground,45,275,1059860,Ordinary,Mega,,90,95,105,165,110,45,610,0,0,0,3,0,0
182,Bellossom,Bellossom,2,0.4m,5.8kg,Grass,,Chlorophyll,,Healer,Green,50,50,0,20,Grass,,45,245,1059860,Ordinary,,,75,80,95,90,100,50,490,0,0,0,0,3,0
183,Marill,Marill,2,0.4m,8.5kg,Water,Fairy,Thick Fat,Huge Power,Sap Sipper,Blue,50,50,0,10,Water1,Fairy,190,88,800000,Ordinary,,,70,20,50,20,50,40,250,2,0,0,0,0,0
184,Azumarill,Azumarill,2,0.8m,28.5kg,Water,Fairy,Thick Fat,Huge Power,Sap Sipper,Blue,50,50,0,10,Water1,Fairy,75,210,800000,Ordinary,,,100,50,80,60,80,50,420,3,0,0,0,0,0
185,Sudowoodo,Sudowoodo,2,1.2m,38.0kg,Rock,,Sturdy,Rock Head,Rattled,Brown,50,50,0,20,Mineral,,65,144,1000000,Ordinary,,,70,100,115,30,65,30,410,0,0,2,0,0,0
186,Politoed,Politoed,2,1.1m,33.9kg,Water,,Water Absorb,Damp,Drizzle,Green,50,50,0,20,Water1,,45,250,1059860,Ordinary,,,90,75,75,90,100,70,500,0,0,0,0,3,0
187,Hoppip,Hoppip,2,0.4m,0.5kg,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,Pink,50,50,0,20,Fairy,Grass,255,50,1059860,Ordinary,,,35,35,40,35,55,50,250,0,0,0,0,1,0
188,Skiploom,Skiploom,2,0.6m,1.0kg,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,Green,50,50,0,20,Fairy,Grass,120,119,1059860,Ordinary,,,55,45,50,45,65,80,340,0,0,0,0,0,2
189,Jumpluff,Jumpluff,2,0.8m,3.0kg,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,Blue,50,50,0,20,Fairy,Grass,45,230,1059860,Ordinary,,,75,55,70,55,95,110,460,0,0,0,0,0,3
190,Aipom,Aipom,2,0.8m,11.5kg,Normal,,Run Away,Pickup,Skill Link,Purple,50,50,0,20,Ground,,45,72,800000,Ordinary,,,55,70,55,40,55,85,360,0,0,0,0,0,1
