ID: 424 ID: 424 | Name: Pansage | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 0.6m | Weight: 10.5kg | Type: [Grass, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 316
ID: 221 ID: 221 | Name: Rampardos | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 1.6m | Weight: 102.5kg | Type: [Rock, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 495
ID: 866 ID: 866 | Name: Dreepy | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 0.5m | Weight: 2.0kg | Type: [Dragon, Ghost] | Category: Ordinary | Mega Evolution: false | TOTAL: 270
ID: 907 ID: 907 | Name: Crabominable | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 1.7m | Weight: 180.0kg | Type: [Fighting, Ice] | Category: Ordinary | Mega Evolution: false | TOTAL: 478
ID: 13 ID: 13 | Name: Floette | Generation: Qui dez 12 23:10:48 BRST 2013 | Height: 0.2m | Weight: 0.9kg | Type: [Fairy, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 371
ID: 484 ID: 484 | Name: Honchkrow | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 0.9m | Weight: 27.3kg | Type: [Dark, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 505
ID: 1043 ID: 1043 | Name: Galarian Corsola | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 0.6m | Weight: 0.5kg | Type: [Ghost, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 410
ID: 53 ID: 53 | Name: Chespin | Generation: Qui dez 12 23:10:48 BRST 2013 | Height: 0.4m | Weight: 9.0kg | Type: [Grass, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 313
ID: 323 ID: 323 | Name: Ludicolo | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.5m | Weight: 55.0kg | Type: [Water, Grass] | Category: Ordinary | Mega Evolution: false | TOTAL: 480
ID: 1109 ID: 1109 | Name: Parasect | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.0m | Weight: 29.5kg | Type: [Bug, Grass] | Category: Ordinary | Mega Evolution: false | TOTAL: 405
ID: 1021 ID: 1021 | Name: Cofagrigus | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 1.7m | Weight: 76.5kg | Type: [Ghost, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 483
ID: 672 ID: 672 | Name: Wooloo | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 0.6m | Weight: 6.0kg | Type: [Normal, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 270
ID: 609 ID: 609 | Name: Staryu | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 0.8m | Weight: 34.5kg | Type: [Water, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 340
ID: 744 ID: 744 | Name: Sneasel | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 0.9m | Weight: 28.0kg | Type: [Dark, Ice] | Category: Ordinary | Mega Evolution: false | TOTAL: 430
ID: 965 ID: 965 | Name: Yanma | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 1.2m | Weight: 38.0kg | Type: [Bug, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 390
ID: 316 ID: 316 | Name: Gurdurr | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 1.2m | Weight: 40.0kg | Type: [Fighting, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 405
ID: 476 ID: 476 | Name: Frigibax | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 0.5m | Weight: 17.0kg | Type: [Dragon, Ice] | Category: Ordinary | Mega Evolution: false | TOTAL: 320
ID: 127 ID: 127 | Name: Jolteon | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 0.8m | Weight: 24.5kg | Type: [Electric, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 525
ID: 611 ID: 611 | Name: Kingambit | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 2.0m | Weight: 120.0kg | Type: [Dark, Steel] | Category: Ordinary | Mega Evolution: false | TOTAL: 550
ID: 668 ID: 668 | Name: Flaaffy | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 0.8m | Weight: 13.3kg | Type: [Electric, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 365
ID: 1073 ID: 1073 | Name: Sudowoodo | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 1.2m | Weight: 38.0kg | Type: [Rock, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 410
ID: 620 ID: 620 | Name: Indeedee Female | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 0.9m | Weight: 28.0kg | Type: [Psychic, Normal] | Category: Ordinary | Mega Evolution: false | TOTAL: 475
ID: 462 ID: 462 | Name: Vivillon | Generation: Qui dez 12 23:10:48 BRST 2013 | Height: 1.2m | Weight: 17.0kg | Type: [Bug, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 411
ID: 416 ID: 416 | Name: Oricorio Sensu Style | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 0.6m | Weight: 3.4kg | Type: [Ghost, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 476
ID: 533 ID: 533 | Name: Hypno | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.6m | Weight: 75.6kg | Type: [Psychic, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 483
ID: 473 ID: 473 | Name: Remoraid | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 0.6m | Weight: 12.0kg | Type: [Water, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 300
ID: 120 ID: 120 | Name: Naganadel | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 3.6m | Weight: 150.0kg | Type: [Poison, Dragon] | Category: Semi-Legendary | Mega Evolution: false | TOTAL: 540
ID: 155 ID: 155 | Name: Celebi | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 0.6m | Weight: 5.0kg | Type: [Psychic, Grass] | Category: Mythical | Mega Evolution: false | TOTAL: 600
ID: 834 ID: 834 | Name: Dedenne | Generation: Qui dez 12 23:10:48 BRST 2013 | Height: 0.2m | Weight: 2.2kg | Type: [Electric, Fairy] | Category: Ordinary | Mega Evolution: false | TOTAL: 431
ID: 381 ID: 381 | Name: Pangoro | Generation: Qui dez 12 23:10:48 BRST 2013 | Height: 2.1m | Weight: 136.0kg | Type: [Fighting, Dark] | Category: Ordinary | Mega Evolution: false | TOTAL: 495
ID: 1171 ID: 1171 | Name: Ribombee | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 0.2m | Weight: 0.5kg | Type: [Bug, Fairy] | Category: Ordinary | Mega Evolution: false | TOTAL: 464
ID: 768 ID: 768 | Name: Cherrim | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 0.5m | Weight: 9.3kg | Type: [Grass, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 450
ID: 503 ID: 503 | Name: Darmanitan Zen-Mode | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 1.3m | Weight: 92.9kg | Type: [Fire, Psychic] | Category: Ordinary | Mega Evolution: false | TOTAL: 540
ID: 766 ID: 766 | Name: Togedemaru | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 0.3m | Weight: 3.3kg | Type: [Electric, Steel] | Category: Ordinary | Mega Evolution: false | TOTAL: 435
ID: 188 ID: 188 | Name: Armarouge | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 1.5m | Weight: 85.0kg | Type: [Fire, Psychic] | Category: Ordinary | Mega Evolution: false | TOTAL: 525
ID: 23 ID: 23 | Name: Yanmega | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 1.9m | Weight: 51.5kg | Type: [Bug, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 515
ID: 999 ID: 999 | Name: Wooper | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 0.4m | Weight: 8.5kg | Type: [Water, Ground] | Category: Ordinary | Mega Evolution: false | TOTAL: 210
ID: 442 ID: 442 | Name: Wigglytuff | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.0m | Weight: 12.0kg | Type: [Normal, Fairy] | Category: Ordinary | Mega Evolution: false | TOTAL: 435
ID: 148 ID: 148 | Name: Zigzagoon | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 0.4m | Weight: 17.5kg | Type: [Normal, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 240
ID: 366 ID: 366 | Name: Blaziken | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.9m | Weight: 52.0kg | Type: [Fire, Fighting] | Category: Ordinary | Mega Evolution: false | TOTAL: 530
ID: 1133 ID: 1133 | Name: Decidueye | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 1.6m | Weight: 36.6kg | Type: [Grass, Ghost] | Category: Ordinary | Mega Evolution: false | TOTAL: 530
ID: 1054 ID: 1054 | Name: Mega Lucario | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 1.3m | Weight: 57.5kg | Type: [Fighting, Steel] | Category: Ordinary | Mega Evolution: true | TOTAL: 625
ID: 963 ID: 963 | Name: Dialga Origin Form | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 7.0m | Weight: 850.0kg | Type: [Steel, Dragon] | Category: Legendary | Mega Evolution: false | TOTAL: 680
ID: 619 ID: 619 | Name: Wormadam Trash Form | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 0.5m | Weight: 6.5kg | Type: [Bug, Steel] | Category: Ordinary | Mega Evolution: false | TOTAL: 424
ID: 1128 ID: 1128 | Name: Mega Scizor | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 2.0m | Weight: 125.0kg | Type: [Bug, Steel] | Category: Ordinary | Mega Evolution: true | TOTAL: 600
ID: 756 ID: 756 | Name: Pawniard | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 0.5m | Weight: 10.2kg | Type: [Dark, Steel] | Category: Ordinary | Mega Evolution: false | TOTAL: 340
ID: 365 ID: 365 | Name: Anorith | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 0.7m | Weight: 12.5kg | Type: [Rock, Bug] | Category: Ordinary | Mega Evolution: false | TOTAL: 355
ID: 458 ID: 458 | Name: Espathra | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 1.9m | Weight: 90.0kg | Type: [Psychic, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 481
ID: 58 ID: 58 | Name: Landorus Therian Form | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 1.3m | Weight: 68.0kg | Type: [Ground, Flying] | Category: Semi-Legendary | Mega Evolution: false | TOTAL: 600
ID: 388 ID: 388 | Name: Veluza | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 2.5m | Weight: 90.0kg | Type: [Water, Psychic] | Category: Ordinary | Mega Evolution: false | TOTAL: 478
ID: 651 ID: 651 | Name: Pyroar | Generation: Qui dez 12 23:10:48 BRST 2013 | Height: 1.5m | Weight: 81.5kg | Type: [Fire, Normal] | Category: Ordinary | Mega Evolution: false | TOTAL: 507
ID: 347 ID: 347 | Name: Goomy | Generation: Qui dez 12 23:10:48 BRST 2013 | Height: 0.3m | Weight: 2.8kg | Type: [Dragon, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 300
ID: 264 ID: 264 | Name: Minun | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 0.4m | Weight: 4.2kg | Type: [Electric, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 405
ID: 980 ID: 980 | Name: Cinderace | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 1.4m | Weight: 33.0kg | Type: [Fire, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 530
ID: 1031 ID: 1031 | Name: Azumarill | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 0.8m | Weight: 28.5kg | Type: [Water, Fairy] | Category: Ordinary | Mega Evolution: false | TOTAL: 420
ID: 688 ID: 688 | Name: Regigigas | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 3.7m | Weight: 420.0kg | Type: [Normal, ] | Category: Semi-Legendary | Mega Evolution: false | TOTAL: 670
ID: 1102 ID: 1102 | Name: Fuecoco | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 0.4m | Weight: 9.8kg | Type: [Fire, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 310
ID: 918 ID: 918 | Name: Numel | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 0.7m | Weight: 24.0kg | Type: [Fire, Ground] | Category: Ordinary | Mega Evolution: false | TOTAL: 305
ID: 911 ID: 911 | Name: Charmeleon | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.1m | Weight: 19.0kg | Type: [Fire, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 405
ID: 1167 ID: 1167 | Name: Klang | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 0.6m | Weight: 51.0kg | Type: [Steel, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 440
ID: 794 ID: 794 | Name: Smoochum | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 0.4m | Weight: 6.0kg | Type: [Ice, Psychic] | Category: Ordinary | Mega Evolution: false | TOTAL: 305
ID: 840 ID: 840 | Name: Minior Orange Core | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 0.3m | Weight: 0.3kg | Type: [Rock, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 500
ID: 1096 ID: 1096 | Name: Overqwil | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 2.5m | Weight: 60.5kg | Type: [Dark, Poison] | Category: Ordinary | Mega Evolution: false | TOTAL: 510
ID: 143 ID: 143 | Name: Cradily | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.5m | Weight: 60.4kg | Type: [Rock, Grass] | Category: Ordinary | Mega Evolution: false | TOTAL: 495
ID: 413 ID: 413 | Name: Kakuna | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 0.6m | Weight: 10.0kg | Type: [Bug, Poison] | Category: Ordinary | Mega Evolution: false | TOTAL: 205
ID: 738 ID: 738 | Name: Empoleon | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 1.7m | Weight: 84.5kg | Type: [Water, Steel] | Category: Ordinary | Mega Evolution: false | TOTAL: 530
ID: 1077 ID: 1077 | Name: Nuzleaf | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.0m | Weight: 28.0kg | Type: [Grass, Dark] | Category: Ordinary | Mega Evolution: false | TOTAL: 340
ID: 870 ID: 870 | Name: Alolan Sandslash | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.2m | Weight: 55.0kg | Type: [Ice, Steel] | Category: Ordinary | Mega Evolution: false | TOTAL: 450
ID: 376 ID: 376 | Name: Combusken | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 0.9m | Weight: 19.5kg | Type: [Fire, Fighting] | Category: Ordinary | Mega Evolution: false | TOTAL: 405
ID: 723 ID: 723 | Name: Gholdengo | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 1.2m | Weight: 30.0kg | Type: [Steel, Ghost] | Category: Ordinary | Mega Evolution: false | TOTAL: 550
ID: 955 ID: 955 | Name: Iron Treads | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 0.9m | Weight: 240.0kg | Type: [Ground, Steel] | Category: Semi-Legendary | Mega Evolution: false | TOTAL: 570
ID: 1089 ID: 1089 | Name: Mamoswine | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 2.5m | Weight: 291.0kg | Type: [Ice, Ground] | Category: Ordinary | Mega Evolution: false | TOTAL: 530
ID: 623 ID: 623 | Name: Dustox | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.2m | Weight: 31.6kg | Type: [Bug, Poison] | Category: Ordinary | Mega Evolution: false | TOTAL: 385
ID: 871 ID: 871 | Name: Tentacruel | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.6m | Weight: 55.0kg | Type: [Water, Poison] | Category: Ordinary | Mega Evolution: false | TOTAL: 515
ID: 417 ID: 417 | Name: Leavanny | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 1.2m | Weight: 20.5kg | Type: [Bug, Grass] | Category: Ordinary | Mega Evolution: false | TOTAL: 500
ID: 1 ID: 1 | Name: Archen | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 0.5m | Weight: 9.5kg | Type: [Rock, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 401
ID: 839 ID: 839 | Name: Grubbin | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 0.4m | Weight: 4.4kg | Type: [Bug, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 300
ID: 455 ID: 455 | Name: Lycanroc Dusk Form | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 0.8m | Weight: 25.0kg | Type: [Rock, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 487
ID: 951 ID: 951 | Name: Cyndaquil | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 0.5m | Weight: 7.9kg | Type: [Fire, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 309
ID: 767 ID: 767 | Name: Garbodor | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 1.9m | Weight: 107.3kg | Type: [Poison, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 474
ID: 948 ID: 948 | Name: Cresselia | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 1.5m | Weight: 85.6kg | Type: [Psychic, ] | Category: Semi-Legendary | Mega Evolution: false | TOTAL: 580
ID: 386 ID: 386 | Name: Mega Houndoom | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 1.9m | Weight: 49.5kg | Type: [Dark, Fire] | Category: Ordinary | Mega Evolution: true | TOTAL: 600
ID: 483 ID: 483 | Name: Lickilicky | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 1.7m | Weight: 140.0kg | Type: [Normal, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 515
ID: 497 ID: 497 | Name: Eiscue Ice Face | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 1.4m | Weight: 89.0kg | Type: [Ice, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 470
ID: 562 ID: 562 | Name: Raboot | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 0.6m | Weight: 9.0kg | Type: [Fire, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 420
ID: 1120 ID: 1120 | Name: Azelf | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 0.3m | Weight: 0.3kg | Type: [Psychic, ] | Category: Semi-Legendary | Mega Evolution: false | TOTAL: 580
ID: 667 ID: 667 | Name: Taillow | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 0.3m | Weight: 2.3kg | Type: [Normal, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 270
ID: 322 ID: 322 | Name: Frost Rotom | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 0.3m | Weight: 0.3kg | Type: [Electric, Ice] | Category: Ordinary | Mega Evolution: false | TOTAL: 520
ID: 1087 ID: 1087 | Name: Hisuian Sneasel | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 0.9m | Weight: 27.0kg | Type: [Fighting, Poison] | Category: Ordinary | Mega Evolution: false | TOTAL: 430
ID: 70 ID: 70 | Name: Bounsweet | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 0.3m | Weight: 3.2kg | Type: [Grass, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 210
ID: 113 ID: 113 | Name: Trumbeak | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 0.6m | Weight: 14.8kg | Type: [Normal, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 355
ID: 12 ID: 12 | Name: Mega Sceptile | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.9m | Weight: 55.2kg | Type: [Grass, Dragon] | Category: Ordinary | Mega Evolution: true | TOTAL: 630
ID: 984 ID: 984 | Name: Hoppip | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 0.4m | Weight: 0.5kg | Type: [Grass, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 250
ID: 757 ID: 757 | Name: Morpeko Full Berry Mode | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 0.3m | Weight: 3.0kg | Type: [Electric, Dark] | Category: Ordinary | Mega Evolution: false | TOTAL: 436
ID: 370 ID: 370 | Name: Tinkatuff | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 0.7m | Weight: 59.1kg | Type: [Fairy, Steel] | Category: Ordinary | Mega Evolution: false | TOTAL: 380
ID: 201 ID: 201 | Name: Klinklang | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 0.6m | Weight: 81.0kg | Type: [Steel, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 520
ID: 763 ID: 763 | Name: Drapion | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 1.3m | Weight: 61.5kg | Type: [Poison, Dark] | Category: Ordinary | Mega Evolution: false | TOTAL: 500
ID: 301 ID: 301 | Name: Murkrow | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 0.5m | Weight: 2.1kg | Type: [Dark, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 405
ID: 230 ID: 230 | Name: Purrloin | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 0.4m | Weight: 10.1kg | Type: [Dark, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 281
ID: 438 ID: 438 | Name: Aurorus | Generation: Qui dez 12 23:10:48 BRST 2013 | Height: 2.7m | Weight: 225.0kg | Type: [Rock, Ice] | Category: Ordinary | Mega Evolution: false | TOTAL: 521
ID: 27 ID: 27 | Name: Mega Swampert | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.9m | Weight: 102.0kg | Type: [Water, Ground] | Category: Ordinary | Mega Evolution: true | TOTAL: 635
ID: 488 ID: 488 | Name: Zamazenta Crowned Shield | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 2.9m | Weight: 785.0kg | Type: [Fighting, Steel] | Category: Legendary | Mega Evolution: false | TOTAL: 700
ID: 710 ID: 710 | Name: Galarian Slowking | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 1.8m | Weight: 79.5kg | Type: [Poison, Psychic] | Category: Ordinary | Mega Evolution: false | TOTAL: 490
ID: 709 ID: 709 | Name: Pumpkaboo Large | Generation: Qui dez 12 23:10:48 BRST 2013 | Height: 0.5m | Weight: 7.5kg | Type: [Ghost, Grass] | Category: Ordinary | Mega Evolution: false | TOTAL: 335
ID: 706 ID: 706 | Name: Swadloon | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 0.5m | Weight: 7.3kg | Type: [Bug, Grass] | Category: Ordinary | Mega Evolution: false | TOTAL: 380
ID: 477 ID: 477 | Name: Gyarados | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 6.5m | Weight: 235.0kg | Type: [Water, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 540
ID: 362 ID: 362 | Name: Dracovish | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 2.3m | Weight: 215.0kg | Type: [Water, Dragon] | Category: Ordinary | Mega Evolution: false | TOTAL: 505
ID: 627 ID: 627 | Name: Cetoddle | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 1.2m | Weight: 45.0kg | Type: [Ice, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 334
ID: 833 ID: 833 | Name: Stufful | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 0.5m | Weight: 6.8kg | Type: [Normal, Fighting] | Category: Ordinary | Mega Evolution: false | TOTAL: 340
ID: 1145 ID: 1145 | Name: Charizard | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.7m | Weight: 90.5kg | Type: [Fire, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 534
ID: 886 ID: 886 | Name: Cosmoem | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 0.1m | Weight: 999.9kg | Type: [Psychic, ] | Category: Legendary | Mega Evolution: false | TOTAL: 400
ID: 819 ID: 819 | Name: Hariyama | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 2.3m | Weight: 253.8kg | Type: [Fighting, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 474
